url;rating;number_of_reviews;longitude;latitude;menu_item;price
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"Polední menu: Polévka dle výběru + Pečené kuřecí stehno na másle a česneku s bramborovou kaší";"169 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"150 g Hovězí tatarák z falešné svíčkové, sekaná cibulka, koření, česnekové topinky";"249 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"150 g Grilované klobásky dle nabídky /jehněčí, telecí, vepřové/, dva druhy hořčice, salát z kysaného zelí";"189 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"3 Ks Olomoucké tvarůžky ve slanině balené a v pivním těstíčku smažené, hořčice, cibulka";"149 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"200 g Hovězí steak dle nabídky, silná omáčka se zeleným pepřem, bramborové hranolky";"319 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"200 g Filírovaná vepřová panenka, smetanová omáčka s liškami, šťouchané brambory";"299 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"1300 g Vepřové koleno pečené do křupava, petrželové pesto, salát z kysaného zelí, hořčice, křen";"329 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"200 g Tradiční svíčková na smetaně s brusinkami, houskovým a karlovarským knedlíkem";"249 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"250 g Smažený vepřový řízek "Sloní ucho", šťouchané brambory";"249 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"200 g Smažené kuřecí řízečky v bylinkové strouhance, šťouchané brambory";"229 Kč"
https://www.firmy.cz/detail/2589014-restaurace-u-sedleru-praha-nove-mesto.html;3.7;18;14.419194;50.077176;"120 g Smažený sýr Gouda, šťouchané brambory, tatarská omáčka";"209 Kč"
