name;region;url;rating;number_of_reviews;latitude;longitude;menu_item;price
Thi Mai Chi Do;Karlovy Vary;https://www.firmy.cz/detail/13138113-thi-mai-chi-do-velka-hledsebe.html;None;None;49.962161;12.676802;None;None
Hospůdka u koní;Karlovy Vary;https://www.firmy.cz/detail/13662506-hospudka-u-koni-nebanice.html;4.7;4;50.114472;12.470015;None;None
Hospůdka u kostela;Karlovy Vary;https://www.firmy.cz/detail/13601497-hospudka-u-kostela-pernink.html;5;3;50.366296;12.784275;None;None
Hostinec Svobody 106;Karlovy Vary;https://www.firmy.cz/detail/13134619-hostinec-svobody-106-cheb.html;None;None;50.075809;12.373265;None;None
Hospůdka ve Šnekách;Karlovy Vary;https://www.firmy.cz/detail/13910950-hospudka-ve-snekach-plesna.html;None;None;50.213566;12.350476;None;None
Pivnice Černá Plzeň;Karlovy Vary;https://www.firmy.cz/detail/1356108-pivnice-cerna-plzen-karlovy-vary.html;3.8;12;50.227983;12.861881;None;None
Hospoda U Tomáše;Karlovy Vary;https://www.firmy.cz/detail/13505880-hospoda-u-tomase-habartov.html;3.7;2;50.184275;12.552894;None;None
Na Tajchu;Karlovy Vary;https://www.firmy.cz/detail/13065871-na-tajchu-sindelova.html;3.8;15;50.315134;12.610086;None;None
Hospoda Útvina 55;Karlovy Vary;https://www.firmy.cz/detail/13130275-hospoda-utvina-55-utvina.html;5;1;50.068926;12.954439;None;None
Start;Karlovy Vary;https://www.firmy.cz/detail/13137619-start-brezova.html;4.8;2;50.145383;12.643178;None;None
Krčma Jeskyňka;Karlovy Vary;https://www.firmy.cz/detail/13538332-krcma-jeskynka-vojkovice.html;5;2;50.304826;13.016108;None;None
Šenk U Kovárny;Karlovy Vary;https://www.firmy.cz/detail/2692899-senk-u-kovarny-marianske-lazne-usovice.html;4.6;3;49.953695;12.711736;None;None
Hospůdka Prima Slunce;Karlovy Vary;https://www.firmy.cz/detail/13674086-hospudka-prima-slunce-hroznetin.html;4.4;5;50.308948;12.871284;None;None
Bar Diana;Karlovy Vary;https://www.firmy.cz/detail/13381786-bar-diana-loket.html;5;1;50.192079;12.748412;None;None
Dole v Dole;Karlovy Vary;https://www.firmy.cz/detail/13289137-dole-v-dole-sokolov.html;4.4;12;50.181382;12.645059;None;None
Music Brooklyn;Karlovy Vary;https://www.firmy.cz/detail/13139299-music-brooklyn-hranice-studanka.html;4.4;11;50.278272;12.171726;None;None
Hospoda U Brány;Karlovy Vary;https://www.firmy.cz/detail/13502646-hospoda-u-brany-hazlov.html;4.5;11;50.157842;12.270302;None;None
Hospůdka U Růženky;Karlovy Vary;https://www.firmy.cz/detail/13029064-hospudka-u-ruzenky-tri-sekery.html;5;6;49.942435;12.616122;None;None
Hospoda Na Vršku
Jan Balada;Karlovy Vary;https://www.firmy.cz/detail/13319824-hospoda-na-vrsku-libavske-udoli.html;None;None;50.127755;12.552534;None;None
Restaurace U synka;Karlovy Vary;https://www.firmy.cz/detail/13116574-restaurace-u-synka-nova-role-jimlikov.html;4.2;2;50.254106;12.786667;None;None
HOSPŮDKA A PENZION U KÁDI;Karlovy Vary;https://www.firmy.cz/detail/13763894-hospudka-a-penzion-u-kadi-chodov.html;4.3;2;50.232011;12.753883;None;None
ZOO Lesík;Karlovy Vary;https://www.firmy.cz/detail/13154531-zoo-lesik-nejdek-lesik.html;4.1;14;50.311971;12.696231;None;None
Jiří Priadka;Karlovy Vary;https://www.firmy.cz/detail/13136441-jiri-priadka-sokolov.html;None;None;50.179810;12.641159;None;None
Krčma spolku u Piráta;Karlovy Vary;https://www.firmy.cz/detail/13643648-krcma-spolku-u-pirata-horni-blatna.html;5;2;50.390677;12.770981;None;None
